"id","title","location","date","price","currency","beds","description","image_url"
3688,"Parkdale Bachelor Apartment for Rent - 90 Jameson Avenue","City of Toronto","2022-09-09","1599","$","Bachelor/Studio","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
3689,"Jameson and Lakeshore Parkdale 1 Bedroom Apartment for Rent - 90","City of Toronto","2022-09-09","1949","$","1","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
3690,"FULLY RENOVATED LARGE 1 BR APARTMENT","City of Toronto","2022-09-09","1700","$","1","Take a chance because there are only two 1 BR. Apartments on the entire floor laundry as well. The Building is in exclusive environments, with many types of Shops and Ristorantes also only 2 minutes ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
3691,"Renovated 2 Bedroom","City of Toronto","2022-09-09","2795","$","2","Lakeview Towers Located at 22 Close Avenue King & Jameson show off the stunning views of the city! minutes away from water front parks. Easy access to downtown via TTC Property Features: Security ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
3692,"Penthouse 2-Bedroom + Den For Rent !  Woodbine/Gerrard!","City of Toronto","2022-09-06","3595","$","2+Den","Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ... Proudly Managed by Realstar Management! Beachhill Apartments Offers Premium 1 Bedroom, 1 Bedroom + Den, 2 Bedroom and Penthouse Suites! Up to $1500 in Move-in Bonuses on Select Suites Rented by April 30th!* Office Open Daily!","https://media.kijiji.ca/api/v1/ca-prod-statics/images/94/94d7dd09-631b-47d2-a6db-458897d3f7a0?rule=kijijica-60-jpg"
3693,"1 Bedroom Apartments for Rent on Bathurst Street, North York","City of Toronto","2022-09-09","1850","$","1","Key Features Professionally Managed by Landlord Property and Rental Management Inc. Newly Renovated Functional floorplan Hardwood Flooring throughout Galley-style kitchen with fridge and stove Nicely ... Apartments in Toronto for Rent!","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
3694,"Stunning Brand New 2 Bed 2 Bath unit with CN tower and lake view","City of Toronto","2022-09-07","3100","$","2","Stunning city, CN tower and water views!! Never lived in, 2 bedroom 2 bathroom condo with parking in the brand new Mirabella Condo Development. Top of the line finishes and appliances throughout. ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
3695,"BUY WITH ZERO DOWN, 5% OR RENT TO OWN PROGRAM","City of Toronto","2022-09-03","0","N/A","4","****Buy Any house with Zero Down or Rent-To-Own Program or 5% or 10% down payment based on your qualifications For Buyers -Buy House with Zero Down Payment Program -RENT-TO-OWN Program* -Buy House ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/cc/cce806b9-4866-4d59-a4bd-309423526841?rule=kijijica-96-jpg"
3696,"Cozy bright basement near Ossington and Bloor- gardening  option","City of Toronto","2022-09-09","1320","$","1","Looking for a quiet tenant for this clean and cozy, bright, renovated one bedroom basement apartment. Features separate entrance from front of house, high ceilings, full kitchen, and four piece bath. ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/cf/cf4dac6a-5a5e-4ccf-9e56-8c64905f19f1?rule=kijijica-96-jpg"
3697,"Forest Hill Bachelor Apartment For Rent At Avenue & St. Clair","City of Toronto","2022-09-09","1700","$","Bachelor/Studio","Unfurnished large bachelor apartment in the prestige Forest Hill neibourhood at Avenue & St. Clair! Very bright with large windows overlooking Forest Hill. Very clean and safe. Streetcar station at ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ab/ab5bbb99-5770-411f-8987-56290e4de9db?rule=kijijica-96-jpg"
3698,"North York Spacious 2 bedroom Apt Steps to Glencairn Subway Stn","City of Toronto","2022-09-09","2400","$","2","Available to move in NOW! Spacious Unfurnished 1600 squares foot 2-bedroom apartment in the lower level of a custom-build house. Lots of windows and lights. High ceiling. Heated flooring. Central ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ad/ad14fe42-7aad-4de5-bc19-5fdf356a21cd?rule=kijijica-96-jpg"
3699,"One bedroom basement unit separate entrance","City of Toronto","2022-09-09","950","$","1","I have one bed room basement unit near warden subway station , Eglington town Center for rent , start immediately. You have separated Entre, own kitchen, living room , washroom, need one year lease , ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e9/e9e387d4-5b96-48fa-a850-2c8b83bd9b91?rule=kijijica-96-jpg"
3700,"Basement apt at Kennedy/Eglinton","City of Toronto","2022-09-09","1200","$","1+Den","Basement apartment available on the Kennedy and Eglinton area. It’s in walking distance to stores, restaurants, schools, park and Kennedy Station. One large bedroom with a large living room with ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/01/01c54e83-7b98-4507-b4b5-b2dd193d7fda?rule=kijijica-96-jpg"
3701,"3 bedroom, 1 bathroom newly renovated main floor unit","City of Toronto","2022-09-09","2400","$","3","Newly renovated 3 bedrooms, 1 bath main floor unit in a legal duplex is available for rent in St. Catharines. Spacious open concept kitchen with new appliances, separate place for dining and sun room ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/00/00cfc54b-d4bc-4290-af9b-4749ee12374b?rule=kijijica-96-jpg"
3702,"3 bedroom detached main house for rent in Pickering","City of Toronto","2022-09-09","2800","$","3","3 large size bedrooms, eat in kitchen and large living/dining room Walking distance to schools, plaza, library and Pickering town centre, 401 Kingston & Liverpool intersection Separate entrance legal ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/4c/4c363f41-5c8a-4c5d-a203-9cf0306e62a6?rule=kijijica-96-jpg"
3703,"Downtown 2 Bedrooms Apartment for Rent - 191 Sherbourne Street","City of Toronto","2022-09-09","2575","$","2","Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.(289) 277 7008Virtual Open House: View our units by clicking ... Beatifully renovated large apartments for rent Dowtown Toronto","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/8e/8e766960-d456-416a-9088-ff912355033b?rule=kijijica-96-jpg"
3704,"Downtown 2 Bedroom Apartment for Rent - 201 Sherbourne Street","City of Toronto","2022-09-09","2575","$","2","Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 699-1574Virtual Open House: View our units by clicking ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
3705,"SPACIOUS AND RENOVATED BASEMENT APT (FURNISHED) AVAILABLE (RENT)","City of Toronto","2022-09-09","1200","$","1","Furnished BASEMENT ONE BEDROOM APARTMENT is available From March 1, for rent in Prime Location in house (ST. CLAIR/LANSDOWNE) Available NOVEMBER FIRST, 2022, All Utilities included. IDEAL FOR Couple, ...","https://media.kijiji.ca/api/v1/ca-prod-statics/images/0c/0cd0ae3f-a4a9-428f-9c45-148a31528448?rule=kijijica-60-jpg"
3706,"One full size room for rent","City of Toronto","2022-09-09","1000","$","Bachelor/Studio","One room, in the main floor, with a small sun room, separate entrance, it's beautiful room with lots of space , super privacy,and clean attached with washroom,big room, furnished, no kitchen, ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
3707,"1 bedroom apartment - All Inclusive - Oct 1st","City of Toronto","2022-09-09","1500","$","1","All inclusive, Bright Lower level 1 bedroom apartment featuring 6’8” ceiling height, pot lights, air conditioning, sound proofing, updated bathroom, and shared use of the backyard with my family ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
3708,"Luxury 1+1 condo for rent - steps to STC, TTC, RT, and 401!","City of Toronto","2022-09-09","2600","$","1+Den","50 Brian Harrison Way - One bedroom plus den(could be used as office/second bedroom), one washroom unit available for rent. Large balcony with a great north North View. Includes 1 parking spot and 1 ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/additional-options-badge.svg"
3709,"3 Bedroom House - Apartment, main floor","City of Toronto","2022-09-09","2600","$","3","3 bedrooms, 1 bathroom on main floor of bungalow house. Hardwood and tile floors (no carpet). Clean and recently updated washroom. NON -SMOKING PROPERTY. NO PETS. Good for a professional couple. ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/96/968faa4d-da39-4df9-88af-dfb8aac707b0?rule=kijijica-96-jpg"
3710,"2 Bedroom condo rental Fairview 401/404","City of Toronto","2022-09-09","2350","$","1+Den","Luxury 1 + 1 (Den Can Be Used As 2nd Bedroom) Condo. Walk to Subway, 1 Parking Included. App Requirement: No pet, non-smoker, first and last, proof of income, credit check and reference.","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/1f/1f346ecf-37bb-4fed-8951-bbe9b1b26157?rule=kijijica-96-jpg"
3711,"2 Bedroom, 1 Bathroom Apartment for Rent - 100 Parkway Forest Dr","City of Toronto","2022-09-09","2729","$","2","These large, pet friendly 1, 2 and 3 bedroom suites are beautifully and functionally designed, and outfitted with stainless steel appliance and private balconies. Located in Parkway Forest near Don ... Incredible Incentives, Virtual Tours &amp; Incredible Suites! Call Today!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/97/97017852-797f-4eb9-946a-659d812f5d69?rule=kijijica-96-jpg"
3712,"PROMO! 1 Bedroom| Wellesley Village |Save $3000-$3500 if you APP","City of Toronto","2022-09-09","2179","$","1","Incredible SUMMER discounts for you!!! Move-in on or before September 1 and get 1-month free! 1 MONTH FREE - FOR A LIMITED TIME ONLY! Final Days of this incredible offer, call us today and do not ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/fa/faaa6f45-120a-40fb-834d-8c9117791a9d?rule=kijijica-96-jpg"
3713,"Toronto Yorkville Downtown Apartment for Rent","City of Toronto","2022-09-09","0","N/A","1","Fantastic Bloor Street Location (388 Bloor Street East) In Rosedale With Great Value Available From October 1st. Spacious & Bright One Bedroom W/ Ample Storage Like The Walk-In Closet & Locker. Two ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/2d/2d6c7f2a-65e9-40b2-bf34-82ea248c3bea?rule=kijijica-96-jpg"
3714,"High level yonge and sheppard 1 bedroom condo rental","City of Toronto","2022-09-09","2300","$","1","Luxury 1 bedroom high floor unit. 9' ceiling. Conveniently located just steps from Sheppard and Yonge. S/S Appliances. 1 Parking spot and 1 locker. App Requirement: No pet, non-smoker, first and ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/4c/4cddfa9c-e6d7-463b-acbc-c58e6d1dcfbd?rule=kijijica-96-jpg"
3715,"House for lease in Innisfil","City of Toronto","2022-09-09","0","N/A","4","This Family Favourite Is Finished From Top To Bottom And Recently Updated! The Layout Is Sure To Please With Elegant Sunlit Living And Dining Room Combination Modern Kitchen With Quartz Countertops ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/6b/6b70a261-7523-4bed-92f2-3041b0b6730c?rule=kijijica-96-jpg"
3716,"3 bed Basement for rent","City of Toronto","2022-09-09","1450","$","3","3 bedroom basement for rent in scarborough major intersection Markham road and lawrance just few minutes walk to bus stop ,banks ,malls, schools and grocery stores.Hardwood floor,tiled in kitchen and ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/66/66d5e55e-0979-4d3c-8569-fe6de1773db0?rule=kijijica-96-jpg"
3717,"Apartment for Rent Above Ground with Large Patio, All Year BBQ","City of Toronto","2022-09-09","2750","$","1","Apartment for Rent Luxury in the 401/Kingston Rd area in Scarborough. Very close to all TTC, GO Train, shopping. 10 minutes away from University Of Toronto, Centennial College Campuses. Very quiet ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/89/89c082b7-1fbc-48fe-960a-53015d176b5a?rule=kijijica-96-jpg"
3718,"Downtown new 1 bedroom condo","City of Toronto","2022-09-09","2600","$","1","This one-year-old condo is located in the heart of the city. With its high-end condos, abundant green space, parks, and historic sites, Fort York is a safe downtown neighborhood. Gorgeous ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/95/9577cde5-a870-4fa5-8b72-187944374e7a?rule=kijijica-96-jpg"
3719,"85-95 Gamble Ave. - 2Br. ""Newly Renovated Suites""","City of Toronto","2022-09-09","2200","$","2","Apartment for Rent in Toronto managed by Q Residential Ask about our Parking Promotion!!! Key Property Details Beautiful & Well Maintained Building Spacious living room & Plenty of closet space ...","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/54/54ea3664-336e-4db0-b9b3-f2595c0ca0a3?rule=kijijica-96-jpg"
3720,"1 Bedroom Apartments for Rent on Bathurst Street","City of Toronto","2022-09-09","1932","$","1","Join Us for Our In-person Open House Every Tuesday, from 4 pm - 6 pm. Call Now to Reserve Your Spot! With easy access to Hwy 401, these Bachelor, 1, and 2 Bedroom apartment rentals offer great access ... Join Us for Our In-person Open House Every Tuesday, from 4 pm - 6 pm. Call Now to Reserve Your Spot!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/81/81ea982d-c626-4110-9e06-70e739823837?rule=kijijica-96-jpg"
3721,"2 Bedroom Apartments for Rent on Bathurst Street, North York","City of Toronto","2022-09-09","2170","$","2","Key Features Professionally Managed by Landlord Property and Rental Management Inc. Newly Renovated Functional floorplan Hardwood Flooring throughout Galley-style kitchen with fridge and stove Nicely ... Apartments in Toronto for Rent!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/1a/1ac35ce4-577f-4c3e-9c36-238283b5ca69?rule=kijijica-96-jpg"
3722,"2 Bedroom Apartments for Rent in Toronto","City of Toronto","2022-09-09","2332","$","2","***Join us for our Open House Every Wednesday From 4:00 pm - 6:00pm*** *Enjoy a $500 Gift Card Conditions May Apply. Contact us for Details.* Ideally situated just off HWY 401, this great location is ... Ask About our Rental Incentive!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/8d/8de1d5e7-ecd2-48f3-b0d2-474bc4c262bc?rule=kijijica-96-jpg"
3723,"1 Bedroom Apartments for Rent in Toronto","City of Toronto","2022-09-09","1874","$","1","***Join us for our Open House Every Wednesday From 4:00 pm - 6:00pm*** *Enjoy a $500 Gift Card Conditions May Apply. Contact us for Details.* Ideally situated just off HWY 401, this great location is ... Ask About our Rental Incentive!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/88/88569c31-5986-4615-97d5-711666e1253d?rule=kijijica-96-jpg"
3724,"1 Bedroom Apartments for Rent in Toronto","City of Toronto","2022-09-09","1842","$","1","*Join Us for Our Open House Every Wednesday from 4:00-6:00 pm* Ideally situated just off HWY 401, this great location is surrounded by Clanton and Earl Bales Parks. It is the perfect rental in North ... Ask About our Rental Incentive!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/65/65cba2e2-0339-457c-acbf-b91f2cf93d8c?rule=kijijica-96-jpg"
3725,"1 Bedroom Apartments for Rent on Bathurst Street, North York","City of Toronto","2022-09-09","1850","$","1","Key Features Professionally Managed by Landlord Property and Rental Management Inc. Newly Renovated Functional floorplan Hardwood Flooring throughout Galley-style kitchen with fridge and stove Nicely ... Apartments in Toronto for Rent!","https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/b9/b9365e53-05e3-43f1-90ea-2277b16a844b?rule=kijijica-96-jpg"
3726,"2 Bedroom Apartments for Rent on Bathurst Street","City of Toronto","2022-09-09","2399","$","2","Join Us for Our In-person Open House Every Wednesday & Friday, from 4pm to 6pm. Call Now to Reserve Your Spot! Experience the charm of this historic three-story Toronto apartment building with a ... 1 Month FREE on 13 Month Lease","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
3727,"Basement Markham","City of Toronto","2022-09-09","1650","$","2","Basement In High Desirable Community In Markham. Separate Enterance Ideal for a single individual or couple that are Working professionals 2 Bedrooms ,1 Washroom , Excellent Location For Transit ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
3728,"2 Bedroom Condo for rent (DOWNTOWN TORONTO)","City of Toronto","2022-09-09","3500","$","2","Beautiful Luxury Condo In The Heart Of The Downtown Core! 2 Bedrooms With 2 Full Washrooms! Welcome To Infinity T'S Astro Unit! This Is One Of The Largest 2+Den Units In The Entire Building Boasting ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
3729,"Parkdale Bachelor Apartment for Rent - 140 Jameson Avenue","City of Toronto","2022-09-09","1549","$","Bachelor/Studio","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/additional-options-badge.svg"
3730,"Parkdale 1 Bedroom Apartment for Rent - 140 Jameson Avenue","City of Toronto","2022-09-09","1899","$","1","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
3731,"Parkdale 2 Bedroom Apartment for Rent - 90 Jameson Avenue","City of Toronto","2022-09-09","2349","$","2","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
3732,"Parkdale 1 Bedroom Apartment for Rent - 146 Jameson Avenue","City of Toronto","2022-09-09","1849","$","1","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
3733,"Parkdale Bachelor Apartment for Rent - 90 Jameson Avenue","City of Toronto","2022-09-09","1599","$","Bachelor/Studio","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/additional-options-badge.svg"
3734,"Jameson and Lakeshore Parkdale 1 Bedroom Apartment for Rent - 90","City of Toronto","2022-09-09","1949","$","1","Current Promotions Please view our available units by clicking on the virtual tour below. Call now: (437) 886-5105Virtual Open House: Please view our available units by clicking on the virtual tour ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
3735,"FULLY RENOVATED LARGE 1 BR APARTMENT","City of Toronto","2022-09-09","1700","$","1","Take a chance because there are only two 1 BR. Apartments on the entire floor laundry as well. The Building is in exclusive environments, with many types of Shops and Ristorantes also only 2 minutes ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
3736,"1570 Lawrence Avenue West  - 2 Bedroom Apartment for Rent","City of Toronto","2022-09-07","2399","$","2","Luxury rentals coming up at 1570 Lawrence Avenue West, located in the North York region of Toronto. Enquire now for 1, 2 & 3 bedroom suites available from Summer, 2022 This property is located in the ... Luxury 1, 2 & 3 Bedroom Rental Suites coming up at 1570 Lawrence Avenue West. Join our Waitlist Today!","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
3737,"3 Bedroom Townhouse for Rent - All Utilities Included! Pool/Gym","City of Toronto","2022-09-07","3200","$","3","2 floor - 3 bedroom, 2 washroom townhouse in a condominium building. Building has pool, gym and sauna. Close to Seneca College Newnham Campus, DVP & Arbor Glen Public School. Available immediately. ...","https://media.kijiji.ca/api/v1/ca-prod-statics/images/49/49838182-e4e4-448a-9447-ae0f8fca93c1?rule=kijijica-60-jpg"
3738,"1BR & 2BR Brand New Condo unit w/Parking at Lakeshore & Parklawn","City of Toronto","2022-09-06","2500","$","2+Den","Looking for a couple/working professional to lease brand new Condo units at Parklawn & Lakeshore available immediately !! Steps to Humber Bay Shores, Metro, Gardiner Express, LCBO, Mimico GO, ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
3739,"Buy Condo with Zero Down near Lawrence / Kingston -RENT TO OWN","City of Toronto","2022-08-15","0","N/A","3","For Sale - BUY THIS CONDO WITH ZERO DOWN OR 5% DOWN PAYMENT PROGRAM Welcome To Very Spacious Apartment With 3 Bedrooms And A Large Living Room. Well Maintained Condo Apartment, Newly Painted & ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
3740,"1 Bed Apartment Save $3,700-$5,400- Rent today","City of Toronto","2022-08-31","2459","$","1","These large, pet friendly 1, 2 and 3 bedroom suites are beautifully and functionally designed, and outfitted with stainless steel appliance and private balconies. Located in Parkway Forest near Don ... Incredible Incentives, Virtual Tours &amp; Incredible Suites! Call Today!","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
3741,"Cozy bright basement near Ossington and Bloor- gardening  option","City of Toronto","2022-09-09","1320","$","1","Looking for a quiet tenant for this clean and cozy, bright, renovated one bedroom basement apartment. Features separate entrance from front of house, high ceilings, full kitchen, and four piece bath. ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
3742,"Forest Hill Bachelor Apartment For Rent At Avenue & St. Clair","City of Toronto","2022-09-09","1700","$","Bachelor/Studio","Unfurnished large bachelor apartment in the prestige Forest Hill neibourhood at Avenue & St. Clair! Very bright with large windows overlooking Forest Hill. Very clean and safe. Streetcar station at ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
3743,"North York Spacious 2 bedroom Apt Steps to Glencairn Subway Stn","City of Toronto","2022-09-09","2400","$","2","Available to move in NOW! Spacious Unfurnished 1600 squares foot 2-bedroom apartment in the lower level of a custom-build house. Lots of windows and lights. High ceiling. Heated flooring. Central ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
3744,"One bedroom basement unit separate entrance","City of Toronto","2022-09-09","950","$","1","I have one bed room basement unit near warden subway station , Eglington town Center for rent , start immediately. You have separated Entre, own kitchen, living room , washroom, need one year lease , ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
3745,"Basement apt at Kennedy/Eglinton","City of Toronto","2022-09-09","1200","$","1+Den","Basement apartment available on the Kennedy and Eglinton area. It’s in walking distance to stores, restaurants, schools, park and Kennedy Station. One large bedroom with a large living room with ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
3746,"3 bedroom, 1 bathroom newly renovated main floor unit","City of Toronto","2022-09-09","2400","$","3","Newly renovated 3 bedrooms, 1 bath main floor unit in a legal duplex is available for rent in St. Catharines. Spacious open concept kitchen with new appliances, separate place for dining and sun room ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/additional-options-badge.svg"
3747,"3 bedroom detached main house for rent in Pickering","City of Toronto","2022-09-09","2800","$","3","3 large size bedrooms, eat in kitchen and large living/dining room Walking distance to schools, plaza, library and Pickering town centre, 401 Kingston & Liverpool intersection Separate entrance legal ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
3748,"Downtown 2 Bedrooms Apartment for Rent - 191 Sherbourne Street","City of Toronto","2022-09-09","2575","$","2","Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.(289) 277 7008Virtual Open House: View our units by clicking ... Beatifully renovated large apartments for rent Dowtown Toronto","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
3749,"Downtown 2 Bedroom Apartment for Rent - 201 Sherbourne Street","City of Toronto","2022-09-09","2575","$","2","Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 699-1574Virtual Open House: View our units by clicking ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
3750,"SPACIOUS AND RENOVATED BASEMENT APT (FURNISHED) AVAILABLE (RENT)","City of Toronto","2022-09-09","1200","$","1","Furnished BASEMENT ONE BEDROOM APARTMENT is available From March 1, for rent in Prime Location in house (ST. CLAIR/LANSDOWNE) Available NOVEMBER FIRST, 2022, All Utilities included. IDEAL FOR Couple, ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
3751,"One full size room for rent","City of Toronto","2022-09-09","1000","$","Bachelor/Studio","One room, in the main floor, with a small sun room, separate entrance, it's beautiful room with lots of space , super privacy,and clean attached with washroom,big room, furnished, no kitchen, ...","https://media.kijiji.ca/api/v1/ca-prod-statics/images/7a/7a7333ee-5680-4ca0-9894-38a3fbd89419?rule=kijijica-60-jpg"
3752,"1 bedroom apartment - All Inclusive - Oct 1st","City of Toronto","2022-09-09","1500","$","1","All inclusive, Bright Lower level 1 bedroom apartment featuring 6’8” ceiling height, pot lights, air conditioning, sound proofing, updated bathroom, and shared use of the backyard with my family ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
3753,"Luxury 1+1 condo for rent - steps to STC, TTC, RT, and 401!","City of Toronto","2022-09-09","2600","$","1+Den","50 Brian Harrison Way - One bedroom plus den(could be used as office/second bedroom), one washroom unit available for rent. Large balcony with a great north North View. Includes 1 parking spot and 1 ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/additional-options-badge.svg"
3754,"3 Bedroom House - Apartment, main floor","City of Toronto","2022-09-09","2600","$","3","3 bedrooms, 1 bathroom on main floor of bungalow house. Hardwood and tile floors (no carpet). Clean and recently updated washroom. NON -SMOKING PROPERTY. NO PETS. Good for a professional couple. ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
3755,"2 Bedroom condo rental Fairview 401/404","City of Toronto","2022-09-09","2350","$","1+Den","Luxury 1 + 1 (Den Can Be Used As 2nd Bedroom) Condo. Walk to Subway, 1 Parking Included. App Requirement: No pet, non-smoker, first and last, proof of income, credit check and reference.","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
3756,"2 Bedroom, 1 Bathroom Apartment for Rent - 100 Parkway Forest Dr","City of Toronto","2022-09-09","2729","$","2","These large, pet friendly 1, 2 and 3 bedroom suites are beautifully and functionally designed, and outfitted with stainless steel appliance and private balconies. Located in Parkway Forest near Don ... Incredible Incentives, Virtual Tours &amp; Incredible Suites! Call Today!","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
3757,"PROMO! 1 Bedroom| Wellesley Village |Save $3000-$3500 if you APP","City of Toronto","2022-09-09","2179","$","1","Incredible SUMMER discounts for you!!! Move-in on or before September 1 and get 1-month free! 1 MONTH FREE - FOR A LIMITED TIME ONLY! Final Days of this incredible offer, call us today and do not ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
3758,"Toronto Yorkville Downtown Apartment for Rent","City of Toronto","2022-09-09","0","N/A","1","Fantastic Bloor Street Location (388 Bloor Street East) In Rosedale With Great Value Available From October 1st. Spacious & Bright One Bedroom W/ Ample Storage Like The Walk-In Closet & Locker. Two ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
3759,"High level yonge and sheppard 1 bedroom condo rental","City of Toronto","2022-09-09","2300","$","1","Luxury 1 bedroom high floor unit. 9' ceiling. Conveniently located just steps from Sheppard and Yonge. S/S Appliances. 1 Parking spot and 1 locker. App Requirement: No pet, non-smoker, first and ...","https://ca.classistatic.com/static/V/11161/img/icon/icon-attributes-numberbedrooms.svg"
3760,"House for lease in Innisfil","City of Toronto","2022-09-09","0","N/A","4","This Family Favourite Is Finished From Top To Bottom And Recently Updated! The Layout Is Sure To Please With Elegant Sunlit Living And Dining Room Combination Modern Kitchen With Quartz Countertops ...","https://ca.classistatic.com/static/V/11161/img/placeholder-large.png"
3761,"3 bed Basement for rent","City of Toronto","2022-09-09","1450","$","3","3 bedroom basement for rent in scarborough major intersection Markham road and lawrance just few minutes walk to bus stop ,banks ,malls, schools and grocery stores.Hardwood floor,tiled in kitchen and ...","https://ca.classistatic.com/static/V/11161/img/srp-icons/icon-location-pin.svg"
